"","Line","Sex","Diet","Genotype","AgeGrp","Ymaze.Distance.n","Ymaze.Distance.mn","Ymaze.Distance.sd","Ymaze.Distance.se","Ymaze.Distance.var","Ymaze.Speed.n","Ymaze.Speed.mn","Ymaze.Speed.sd","Ymaze.Speed.se","Ymaze.Speed.var","Ymaze.TotalArmEntries.n","Ymaze.TotalArmEntries.mn","Ymaze.TotalArmEntries.sd","Ymaze.TotalArmEntries.se","Ymaze.TotalArmEntries.var","Ymaze.Prct.SponAlt.n","Ymaze.Prct.SponAlt.mn","Ymaze.Prct.SponAlt.sd","Ymaze.Prct.SponAlt.se","Ymaze.Prct.SponAlt.var","AAO.n","AAO.mn","AAO.sd","AAO.se","AAO.var","Predicted_AAO.n","Predicted_AAO.mn","Predicted_AAO.sd","Predicted_AAO.se","Predicted_AAO.var","CFC.Baseline.n","CFC.Baseline.mn","CFC.Baseline.sd","CFC.Baseline.se","CFC.Baseline.var","CFC.PS1.n","CFC.PS1.mn","CFC.PS1.sd","CFC.PS1.se","CFC.PS1.var","CFC.PS2.n","CFC.PS2.mn","CFC.PS2.sd","CFC.PS2.se","CFC.PS2.var","CFC.PS3.n","CFC.PS3.mn","CFC.PS3.sd","CFC.PS3.se","CFC.PS3.var","CFC.PS4.n","CFC.PS4.mn","CFC.PS4.sd","CFC.PS4.se","CFC.PS4.var","CFA.Slope.n","CFA.Slope.mn","CFA.Slope.sd","CFA.Slope.se","CFA.Slope.var","CFM.Bin1.n","CFM.Bin1.mn","CFM.Bin1.sd","CFM.Bin1.se","CFM.Bin1.var","CFM.Bin2.n","CFM.Bin2.mn","CFM.Bin2.sd","CFM.Bin2.se","CFM.Bin2.var","CFM.Bin3.n","CFM.Bin3.mn","CFM.Bin3.sd","CFM.Bin3.se","CFM.Bin3.var","CFM.Bin4.n","CFM.Bin4.mn","CFM.Bin4.sd","CFM.Bin4.se","CFM.Bin4.var","CFM.Bin5.n","CFM.Bin5.mn","CFM.Bin5.sd","CFM.Bin5.se","CFM.Bin5.var","CFM.Total.n","CFM.Total.mn","CFM.Total.sd","CFM.Total.se","CFM.Total.var","Weight.n","Weight.mn","Weight.sd","Weight.se","Weight.var","NB_Trial1.n","NB_Trial1.mn","NB_Trial1.sd","NB_Trial1.se","NB_Trial1.var","NB_Trial2.n","NB_Trial2.mn","NB_Trial2.sd","NB_Trial2.se","NB_Trial2.var","NB_Trial3.n","NB_Trial3.mn","NB_Trial3.sd","NB_Trial3.se","NB_Trial3.var","NB_Average.n","NB_Average.mn","NB_Average.sd","NB_Average.se","NB_Average.var","IS_Trial1.n","IS_Trial1.mn","IS_Trial1.sd","IS_Trial1.se","IS_Trial1.var","IS_Trial2.n","IS_Trial2.mn","IS_Trial2.sd","IS_Trial2.se","IS_Trial2.var","IS_Trial3.n","IS_Trial3.mn","IS_Trial3.sd","IS_Trial3.se","IS_Trial3.var","IS_Average.n","IS_Average.mn","IS_Average.sd","IS_Average.se","IS_Average.var","GS_Trial1.n","GS_Trial1.mn","GS_Trial1.sd","GS_Trial1.se","GS_Trial1.var","GS_Trial2.n","GS_Trial2.mn","GS_Trial2.sd","GS_Trial2.se","GS_Trial2.var","GS_Trial3.n","GS_Trial3.mn","GS_Trial3.sd","GS_Trial3.se","GS_Trial3.var","GS_Average.n","GS_Average.mn","GS_Average.sd","GS_Average.se","GS_Average.var","Sensorimotor_composite.n","Sensorimotor_composite.mn","Sensorimotor_composite.sd","Sensorimotor_composite.se","Sensorimotor_composite.var","VO2.n","VO2.mn","VO2.sd","VO2.se","VO2.var","VCO2.n","VCO2.mn","VCO2.sd","VCO2.se","VCO2.var","RQ.n","RQ.mn","RQ.sd","RQ.se","RQ.var","REE.n","REE.mn","REE.sd","REE.se","REE.var","VO2_Dark.n","VO2_Dark.mn","VO2_Dark.sd","VO2_Dark.se","VO2_Dark.var","VO2_Light.n","VO2_Light.mn","VO2_Light.sd","VO2_Light.se","VO2_Light.var","VCO2_Dark.n","VCO2_Dark.mn","VCO2_Dark.sd","VCO2_Dark.se","VCO2_Dark.var","VCO2_Light.n","VCO2_Light.mn","VCO2_Light.sd","VCO2_Light.se","VCO2_Light.var","RQ_Dark.n","RQ_Dark.mn","RQ_Dark.sd","RQ_Dark.se","RQ_Dark.var","RQ_Light.n","RQ_Light.mn","RQ_Light.sd","RQ_Light.se","RQ_Light.var","REE_Dark.n","REE_Dark.mn","REE_Dark.sd","REE_Dark.se","REE_Dark.var","REE_Light.n","REE_Light.mn","REE_Light.sd","REE_Light.se","REE_Light.var","GTT.date.n","GTT.date.mn","GTT.date.sd","GTT.date.se","GTT.date.var","GTT.0min.n","GTT.0min.mn","GTT.0min.sd","GTT.0min.se","GTT.0min.var","GTT.15min.n","GTT.15min.mn","GTT.15min.sd","GTT.15min.se","GTT.15min.var","GTT.30min.n","GTT.30min.mn","GTT.30min.sd","GTT.30min.se","GTT.30min.var","GTT.60min.n","GTT.60min.mn","GTT.60min.sd","GTT.60min.se","GTT.60min.var","GTT.90min.n","GTT.90min.mn","GTT.90min.sd","GTT.90min.se","GTT.90min.var","GTT.120min.n","GTT.120min.mn","GTT.120min.sd","GTT.120min.se","GTT.120min.var","GTT.AUC.baseline.normalized.n","GTT.AUC.baseline.normalized.mn","GTT.AUC.baseline.normalized.sd","GTT.AUC.baseline.normalized.se","GTT.AUC.baseline.normalized.var","GTT.AUC.n","GTT.AUC.mn","GTT.AUC.sd","GTT.AUC.se","GTT.AUC.var","Weight.NMR.n","Weight.NMR.mn","Weight.NMR.sd","Weight.NMR.se","Weight.NMR.var","Lean.mass.n","Lean.mass.mn","Lean.mass.sd","Lean.mass.se","Lean.mass.var","Fat.mass.n","Fat.mass.mn","Fat.mass.sd","Fat.mass.se","Fat.mass.var","Lean.prct.n","Lean.prct.mn","Lean.prct.sd","Lean.prct.se","Lean.prct.var","Fat.prct.n","Fat.prct.mn","Fat.prct.sd","Fat.prct.se","Fat.prct.var","Fat.free.mass.n","Fat.free.mass.mn","Fat.free.mass.sd","Fat.free.mass.se","Fat.free.mass.var","AB_ELISA.n","AB_ELISA.mn","AB_ELISA.sd","AB_ELISA.se","AB_ELISA.var","RQ_corrected.n","RQ_corrected.mn","RQ_corrected.sd","RQ_corrected.se","RQ_corrected.var","YM_6moNtgChow","PS4_6moNtgChow","CFM_6moNtgChow","Weight_6moNtgChow","YM_residuals","PS4_residuals","CFM_residuals","Weight_residuals","YM_resid_norm","PS4_resid_norm","CFM_resid_norm","Composite_resid","Prct_Alive_14mo"
"1","B6","Female","Chow","5XFAD",2,32,15.69619,4.253973,0.7520033,18.09629,32,0.03278125,0.008841743,0.001563014,7.82e-05,32,38.0625,10.2136452,1.8055344,104.3185484,32,57.4375,7.9552681,1.406306,63.2862903,32,6.75,5.8137767,1.4534442,33.8,32,10.34346,5.376593,1.700228,28.90776,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,19.35875,2.04248544,0.36106383,4.17174677,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,32,NA,NA,NA,NA,58.3157895,73.9028571,51.46,26.121875,-0.8782895,NA,NA,-6.763125,0.019673902,NA,NA,NA,NA
"2","B6","Female","Chow","5XFAD",3,17,7.854364,2.699672,0.8139818,7.28823,17,0.01645455,0.005716006,0.001723441,3.27e-05,17,21.0909091,7.2312453,2.1803025,52.2909091,17,47.0909091,17.1374126,5.1671243,293.6909091,17,5.2222222,4.9944414,1.6648138,24.9444444,17,11.55521,6.629854,2.706627,43.95497,17,1.48,1.717452,0.7011467,2.94964,17,18.8883333,13.0685262,5.3352035,170.7863767,17,30.2233333,12.689477,5.1804573,161.0228267,17,42.3316667,12.6182763,5.1513897,159.2208967,17,51.0016667,15.1032744,6.1658859,228.1088967,17,10.84483333,7.37198164,3.0095989,54.34611337,17,48.8166667,20.8776365,8.5232594,435.8757067,17,42.72,18.8610657,7.6999978,355.7398,17,53.6583333,19.435291,7.9344243,377.7305367,17,44.8266667,18.7288875,7.6460363,350.7712267,17,48.1466667,22.2449011,9.0814429,494.8356267,17,47.6433333,17.375655,7.0935814,301.9133867,17,23.15833333,1.8786641,0.54232361,3.52937879,17,NA,71.2894,26.94486,5082.178,17,60.21286,69.57148,26.29555,4840.191,17,NA,68.63437,25.94135,4710.676,17,71.94714,56.53635,21.36873,3196.359,17,8.095714,3.573331,1.350592,12.7687,17,NA,2.313291,0.8743417,5.351314,17,NA,10.67361,4.034244,113.9259,17,8.203333,4.74345,1.792856,22.50032,17,-2.724285714,0.437715933,0.165441072,0.191595238,17,-2.457142857,0.343885363,0.12997645,0.118257143,17,-2.585714286,0.417526731,0.157810271,0.174328571,17,-2.589048,0.2870393,0.1084906,0.08239153,17,0.02305755,0.333266,0.1259627,0.1110662,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,17,1.087,NA,NA,NA,17,NA,NA,NA,NA,58.3157895,73.9028571,51.46,26.121875,-11.2248804,-22.9011904,-3.8166667,-2.96354167,-0.999941805,-1.157123094,-0.033754552,-2.190819451,NA
"3","B6","Female","Chow","5XFAD",4,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,1.545183,0.1575439,0.1114004,0.02482009,2,1.268144,0.1048419,0.07413444,0.01099183,2,0.8157621,0.01497796,0.01059102,0.000224339,2,0.4495281,0.04421015,0.03126129,0.001954537,2,1.761896,0.1667442,0.1179059,0.02780361,2,1.32847,0.1483437,0.1048948,0.02200585,2,1.493122,0.1159204,0.08196812,0.01343755,2,1.043166,0.09376343,0.06630076,0.008791581,2,0.847633,0.01306767,0.009240238,0.000170764,2,0.7838911,0.01688825,0.01194179,0.000285213,2,0.5157016,0.0471208,0.03331944,0.00222037,2,0.3833546,0.04129949,0.02920315,0.001705648,2,NA,NA,NA,NA,2,151.5,2.1213203,1.5,4.5,2,256.5,19.09188,13.5,364.5,2,227,14.14214,10,200,2,180.5,21.92031,15.5,480.5,2,164.5,14.84924,10.5,220.5,2,148,16.97056,12,288,2,4602,2030.811,1436,4124192,2,22661.25,1946.311,1376.25,3788128,2,22.395,1.732412,1.225,3.00125,2,19.075,2.269812768,1.605,5.15205,2,1.405,0.5444722,0.385,0.29645,2,85.03768,3.557089,2.515242,12.65288,2,6.198231,1.951745,1.380092,3.809309,2,20.99,1.187939392,0.84,1.4112,2,NA,NA,NA,NA,2,0.04251376,0.005998437,0.004241535,3.6e-05,58.3157895,73.9028571,51.46,26.121875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","B6","Female","Chow","5XFAD",6,32,10.62122,4.194723,0.9887058,17.5957,32,0.02211111,0.008683242,0.00204666,7.54e-05,32,24.4444444,8.375189,1.974051,70.1437908,32,57.2777778,8.435259,1.9882096,71.1535948,32,6.7272727,5.7808461,1.7429907,33.4181818,32,10.32932,6.062553,2.143436,36.75455,32,1.37,1.339341,0.5062232,1.793833,32,19.05,15.4915407,5.855252,239.9878333,32,34.0014286,17.7820344,6.7209773,316.2007476,32,49.0457143,12.2783072,4.6407639,150.7568286,32,47.9057143,11.2182394,4.2400959,125.8488952,32,10.16114286,6.30196761,2.38191987,39.71479581,32,64.2342857,11.2978314,4.2701789,127.6409952,32,69.6028571,19.1213316,7.227184,365.6253238,32,58.5928571,24.7993923,9.3732892,615.0098571,32,63.0128571,20.2222351,7.6432864,408.9387905,32,65.1985714,17.4525551,6.5964458,304.591681,32,64.4485714,12.7568053,4.8216192,162.736081,32,23.79516129,1.89465366,0.34028984,3.58971247,32,NA,72.92783,23.0618,5318.468,32,81.179,72.39623,22.8937,5241.214,32,NA,70.47383,22.28578,4966.561,32,91.70667,47.16347,14.9144,2224.393,32,10.242,6.196579,1.95953,38.3976,32,NA,7.075535,2.237481,50.0632,32,NA,9.635283,3.046944,92.83868,32,11.482,6.574831,2.079144,43.2284,32,-1.726,0.621650134,0.196583033,0.386448889,32,-1.815,0.532608883,0.168425717,0.283672222,32,-1.768,0.430214417,0.136045744,0.185084444,32,-1.769667,0.4962264,0.1569206,0.2462406,32,0.7415375,0.4842144,0.153122,0.2344636,32,1.641216,0.1628359,0.1151424,0.02651554,32,1.435707,0.09881254,0.06987102,0.009763919,32,0.8671814,0.02178377,0.01540345,0.000474533,32,0.4833554,0.04506139,0.03186321,0.002030529,32,1.970146,0.1647953,0.1165279,0.02715749,32,1.312286,0.1608766,0.1137569,0.02588127,32,1.778526,0.07138684,0.05047812,0.00509608,32,1.092887,0.1262382,0.08926392,0.0159361,32,0.9033925,0.03911529,0.02765869,0.001530006,32,0.8309703,0.004452255,0.00314822,1.98e-05,32,0.5838838,0.04370473,0.03090391,0.001910103,32,0.3828271,0.04641805,0.03282251,0.002154635,32,NA,NA,NA,NA,32,119.5,7.7781746,5.5,60.5,32,204,8.485281,6,72,32,231,9.899495,7,98,32,185,16.97056,12,288,32,152,2.828427,2,8,32,135.5,9.192388,6.5,84.5,32,6956.5,1426.234,1008.5,2034145,32,21296.25,493.207,348.75,243253.1,32,22.74,1.541493,1.09,2.3762,32,20.015,0.74246212,0.525,0.55125,32,1.65,0.7636753,0.54,0.5832,32,88.10848,2.707668,1.914611,7.331468,32,7.158559,2.873028,2.031538,8.254292,32,21.09,0.777817459,0.55,0.605,32,5.154,NA,NA,NA,32,0.04268869,0.002949057,0.002085298,8.7e-06,58.3157895,73.9028571,51.46,26.121875,-1.0380117,-25.9971428,12.9885714,-2.32671371,0.003933909,-1.353371286,1.206130912,-0.143306465,NA
"5","B6","Female","Chow","5XFAD",10,22,15.09486,7.70504,2.912232,59.36765,22,0.03142857,0.01634888,0.006179294,0.000267286,22,39.8571429,14.2761873,5.3958916,203.8095238,22,59,8.4656167,3.1997024,71.6666667,22,9.3333333,5.8878406,2.4037009,34.6666667,22,16.3356,1.952953,1.127538,3.814025,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,24.77714286,2.34801202,0.62753261,5.51316044,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,22,NA,NA,NA,NA,58.3157895,73.9028571,51.46,26.121875,0.6842105,NA,NA,-1.34473214,0.173652111,NA,NA,NA,NA
"6","B6","Female","Chow","5XFAD",14,29,15.00688,5.198758,1.260884,27.02708,29,0.03117647,0.01091579,0.002647467,0.000119154,29,33.8235294,11.9280934,2.8929876,142.2794118,29,56.4117647,8.544434,2.0723296,73.0073529,29,12.3529412,4.0146789,0.9737027,16.1176471,29,12.28355,5.128632,2.293594,26.30287,29,1.431,2.80205,0.6265574,7.851483,29,28.442,22.7190508,5.0801342,516.1552695,29,34.4125,20.5351788,4.5918056,421.6935671,29,37.361,22.1548075,4.9539656,490.8354937,29,36.0755,22.0946622,4.9405167,488.1740997,29,2.5849,6.34614958,1.41904219,40.27361452,29,32.4473684,20.6852558,4.7455231,427.8798094,29,39.3,27.5240919,6.3144597,757.5756333,29,40.5952632,24.3114802,5.5774361,591.0480708,29,31.2763158,23.7701176,5.453239,565.0184912,29,18.8547368,20.1957103,4.6332137,407.8667152,29,32.4968421,20.700945,4.7491225,428.5291228,29,26.6276,7.24138815,1.44827763,52.43770233,29,NA,82.55531,47.66333,6815.379,29,17.38667,4.049202,2.337808,16.39603,29,NA,12.50731,7.221101,156.4329,29,40.96889,32.9765,19.03899,1087.449,29,29.09333,38.26306,22.09119,1464.062,29,NA,28.33766,16.36075,803.0227,29,NA,33.12614,19.12538,1097.341,29,30.37,33.16018,19.14504,1099.598,29,-2.393333333,0.211266025,0.121974496,0.044633333,29,-2.606666667,0.370180136,0.213723601,0.137033333,29,-2.9,0.245153013,0.141539158,0.0601,29,-2.633333,0.1205543,0.06960204,0.01453333,29,0.2720231,0.6801606,0.3926909,0.4626185,29,1.450945,0.1129408,0.0798612,0.01275562,29,1.216508,0.3214322,0.2272869,0.1033187,29,0.8285924,0.1524873,0.1078248,0.02325237,29,0.423818,0.04803622,0.03396674,0.002307479,29,1.683969,0.2613657,0.1848134,0.06831201,29,1.19694,0.03392817,0.02399084,0.00115112,29,1.442829,0.4939872,0.3493017,0.2440234,29,0.9709504,0.1471048,0.1040188,0.02163983,29,0.844272,0.1628275,0.1151364,0.0265128,29,0.8115153,0.1422109,0.1005583,0.02022394,29,0.4939375,0.09458352,0.06688065,0.008946042,29,0.3474608,0.001739222,0.001229815,3.02e-06,29,NA,NA,NA,NA,29,122,5.6568542,4,32,29,219,14.14214,10,200,29,178,14.14214,10,200,29,156,11.31371,8,128,29,146.5,14.84924,10.5,220.5,29,149,7.071068,5,50,29,4875,148.4924,105,22050,29,19515,827.3149,585,684450,29,25.975,0.2616295,0.185,0.06845,29,21.115,1.011162697,0.715,1.02245,29,3.275,1.364716,0.965,1.86245,29,81.31343,4.711848,3.33178,22.20152,29,12.58246,5.127225,3.625496,26.28844,29,22.7,1.103086579,0.78,1.2168,29,NA,NA,NA,NA,29,0.03796427,0.005717102,0.004042602,3.27e-05,58.3157895,73.9028571,51.46,26.121875,-1.9040248,-37.8273571,-18.9631579,0.505725,-0.081408264,-2.103272403,-1.151258163,-3.33593883,93.56725146
"7","B6","Female","Chow","5XFAD",18,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,24.6,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,58.3157895,73.9028571,51.46,26.121875,NA,NA,NA,-1.521875,NA,NA,NA,NA,NA
"8","B6","Female","Chow","Ntg",2,41,15.37856,3.616028,0.5647287,13.07566,41,0.03209756,0.007479321,0.001168074,5.59e-05,41,37.8536585,8.830518,1.3790952,77.9780488,41,58.2439024,8.639388,1.3492457,74.6390244,41,7.5714286,5.86665,1.5679282,34.4175824,41,10.8381,5.108401,1.540241,26.09576,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,20.35292683,1.72833626,0.26992078,2.98714622,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,41,NA,NA,NA,NA,58.3157895,73.9028571,51.46,26.121875,-0.0718871,NA,NA,-5.76894817,0.099141676,NA,NA,NA,NA
"9","B6","Female","Chow","Ntg",3,23,9.94,3.114601,0.8041866,9.70074,23,0.02073333,0.006584252,0.001700047,4.34e-05,23,24.8,7.9300513,2.0475305,62.8857143,23,56.7333333,9.8159249,2.5344609,96.352381,23,6.75,6.0178306,2.1276244,36.2142857,23,11.68406,6.547435,2.928102,42.8689,23,0.64375,0.9673666,0.3420158,0.9357982,23,13.75,9.8447477,3.4806439,96.9190571,23,31.6675,9.9076374,3.5028788,98.1612786,23,46.08375,11.713522,4.1413554,137.2065982,23,48.91625,17.9760491,6.3554931,323.1383411,23,11.9915,6.79137663,2.40111424,46.12279657,23,42.7375,18.5159235,6.5463675,342.8394214,23,48.6425,13.3865239,4.7328509,179.1990214,23,38.38625,21.7396727,7.686135,472.6133696,23,30.0725,15.4258464,5.4538603,237.9567357,23,25.44375,12.0116835,4.2467714,144.2805411,23,37.06625,11.2846279,3.9897185,127.3428268,23,22.56666667,2.00589963,0.43772319,4.02363333,23,NA,86.94338,50.19679,7559.152,23,14.34333,7.22316,4.170293,52.17403,23,NA,42.7153,24.66169,1824.597,23,42.13889,24.24463,13.99764,587.8022,23,5.153333,0.8602519,0.4966667,0.7400333,23,NA,2.992207,1.727551,8.9533,23,NA,12.39924,7.158706,153.7412,23,8.936667,3.638426,2.100646,13.23814,23,-2.62,0.225166605,0.13,0.0507,23,-2.516666667,0.56862407,0.32829526,0.323333333,23,-2.976666667,0.283783955,0.163842743,0.080533333,23,-2.704444,0.1947743,0.112453,0.03793704,23,-0.2078958,0.1381377,0.07975383,0.01908202,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,23,1.048,NA,NA,NA,23,NA,NA,NA,NA,58.3157895,73.9028571,51.46,26.121875,-1.5824562,-24.9866071,-14.39375,-3.55520833,-0.049718948,-1.289314809,-0.814128609,-2.153162365,NA
